"날짜","종가","시가","고가","저가","거래량","변동 %","RSI(14)","MACD(12,26)","MACD_SIGNAL(9)","MACD_HIST"
"2021- 02- 07","83,500","83,500","83,500","83,500","","0.00%","48.9164","219.8171","916.4118","-696.5947"
"2021- 02- 05","83,500","83,100","84,000","82,500","17.14M","1.21%","48.9164","302.1816","1090.5604","-788.3788"
"2021- 02- 04","82,500","83,500","83,800","82,100","2.51K","-2.48%","45.8013","402.9134","1287.6551","-884.7418"
"2021- 02- 03","84,600","84,800","85,400","83,400","8.89K","0.24%","51.9826","627.4413","1508.8406","-881.3992"
"2021- 02- 02","84,400","84,100","86,300","83,700","0.51K","1.69%","51.4026","691.0761","1729.1904","-1038.1143"
"2021- 02- 01","83,000","81,800","83,400","81,000","1.45K","1.22%","47.2618","782.6088","1988.7190","-1206.1102"
"2021- 01- 31","82,000","82,000","82,000","82,000","","0.00%","44.1028","1030.5998","2290.2465","-1259.6467"
"2021- 01- 29","82,000","84,500","85,000","82,000","36.70M","-2.03%","44.1028","1433.9542","2605.1582","-1171.2040"
"2021- 01- 28","83,700","83,400","85,600","83,300","2.27K","-2.22%","48.3478","1927.9236","2897.9592","-970.0356"
"2021- 01- 27","85,600","86,700","87,700","85,600","25.96K","-1.27%","53.7135","2357.2747","3140.4681","-783.1934"
"2021- 01- 26","86,700","88,800","89,200","86,500","6.49K","-3.02%","57.1214","2677.5406","3336.2665","-658.7258"
"2021- 01- 25","89,400","87,100","89,900","86,400","25.11K","3.00%","66.7783","2935.3704","3500.9479","-565.5775"
"2021- 01- 24","86,800","86,800","86,800","86,800","","0.00%","60.8619","2946.8496","3642.3423","-695.4927"
"2021- 01- 22","86,800","89,000","89,700","86,800","30.43M","-1.48%","60.8619","3183.3652","3816.2154","-632.8503"
"2021- 01- 21","88,100","87,500","88,600","86,500","5.95K","1.03%","65.9234","3438.9416","3974.4280","-535.4864"
"2021- 01- 20","87,200","88,900","88,900","86,500","3.38K","0.23%","63.9987","3582.7654","4108.2996","-525.5342"
"2021- 01- 19","87,000","84,600","88,000","83,600","7.56K","2.35%","63.5741","3805.8604","4239.6832","-433.8228"
"2021- 01- 18","85,000","86,700","87,300","84,200","19.68K","-3.41%","59.0949","4055.6163","4348.1389","-292.5226"
"2021- 01- 17","88,000","88,000","88,000","88,000","","0.00%","71.3083","4519.0412","4421.2695","97.7717"
"2021- 01- 15","88,000","89,800","91,800","88,000","33.12M","-1.90%","71.3083","4739.3539","4396.8266","342.5274"
"2021- 01- 14","89,700","88,800","90,000","88,700","8.26K","0.00%","79.3181","4951.6170","4311.1947","640.4223"
"2021- 01- 13","89,700","89,900","91,100","89,200","35.22K","-0.99%","79.3181","4977.4274","4151.0891","826.3383"
"2021- 01- 12","90,600","90,500","91,300","87,900","29.49K","-0.44%","83.6049","4937.9720","3944.5046","993.4674"
"2021- 01- 11","91,000","90,100","96,700","90,000","41.26K","2.48%","85.5122","4724.1511","3696.1377","1028.0134"
"2021- 01- 10","88,800","88,800","88,800","88,800","","0.00%","83.6016","4341.7957","3439.1344","902.6613"
"2021- 01- 08","88,800","83,300","90,000","83,000","57.52M","7.12%","83.6016","4014.6177","3213.4691","801.1486"
"2021- 01- 07","82,900","82,800","84,200","82,700","32.47M","0.85%","76.4069","3538.6252","3013.1819","525.4433"
"2021- 01- 06","82,200","83,400","84,400","82,100","13.53K","-2.03%","75.2085","3480.3421","2881.8211","598.5210"
"2021- 01- 05","83,900","81,700","83,900","81,700","8.14K","1.08%","84.9372","3426.6011","2732.1908","694.4103"
"2021- 01- 04","83,000","81,000","84,300","80,300","24.25K","2.47%","83.9143","3135.0758","2558.5883","576.4876"
"2020- 12- 30","81,000","77,400","81,300","77,300","29.12M","3.45%","81.2928","2809.0187","2414.4664","394.5524"
"2020- 12- 29","78,300","78,800","78,900","77,300","12.86K","-0.51%","76.4900","2555.6292","2315.8283","239.8010"
"2020- 12- 28","78,700","79,000","80,100","78,300","31.84K","1.16%","79.2904","2469.9484","2255.8780","214.0704"
"2020- 12- 27","77,800","77,800","77,800","77,800","","0.00%","77.5751","2283.9347","2202.3604","81.5743"
"2020- 12- 24","77,800","74,100","78,800","74,000","32.32M","5.28%","77.5751","2104.9291","2181.9669","-77.0377"
"2020- 12- 23","73,900","72,300","74,000","72,300","6.05K","2.21%","67.5247","1845.8357","2201.2263","-355.3905"
"2020- 12- 22","72,300","72,500","73,200","72,200","0.89K","-0.96%","60.8384","1885.3807","2290.0739","-404.6932"
"2020- 12- 21","73,000","73,100","73,400","72,000","1.65K","0.00%","66.3915","2071.3399","2391.2472","-319.9073"
"2020- 12- 20","73,000","73,000","73,000","73,000","","0.00%","66.3915","2207.2901","2471.2240","-263.9339"
"2020- 12- 18","73,000","73,300","73,700","73,000","17.38M","-0.41%","66.3915","2348.7060","2537.2075","-188.5015"
"2020- 12- 17","73,300","73,500","73,700","72,600","1.69K","-0.68%","68.5382","2495.0411","2584.3329","-89.2917"
"2020- 12- 16","73,800","74,200","74,500","73,400","0.66K","0.00%","72.1484","2614.9809","2606.6558","8.3251"
"2020- 12- 15","73,800","73,800","74,100","73,300","20.48M","0.00%","72.1484","2679.1226","2604.5745","74.5481"
"2020- 12- 14","73,800","73,600","74,500","73,200","6.44K","0.54%","72.1484","2722.0216","2585.9375","136.0841"
"2020- 12- 13","73,400","73,400","73,400","73,400","","0.00%","71.1759","2737.1833","2551.9165","185.2669"
"2020- 12- 11","73,400","73,500","73,800","73,100","18.42M","0.69%","71.1759","2757.4489","2505.5997","251.8491"
"2020- 12- 10","72,900","72,800","73,800","72,500","0.99K","-1.35%","70.0487","2743.2068","2442.6375","300.5693"
"2020- 12- 09","73,900","72,100","73,900","72,100","5.79K","3.07%","75.5345","2736.0365","2367.4951","368.5414"
"2020- 12- 08","71,700","72,300","72,900","71,600","4.53K","-1.65%","70.8749","2585.2696","2275.3598","309.9098"
"2020- 12- 07","72,900","72,400","73,500","72,000","6.47K","1.96%","78.4417","2579.2323","2197.8823","381.3499"
"2020- 12- 06","71,500","71,500","71,500","71,500","","0.00%","75.6222","2411.8285","2102.5449","309.2837"
"2020- 12- 04","71,500","70,400","72,100","70,100","27.84M","2.58%","75.6222","2305.6248","2025.2239","280.4009"
"2020- 12- 03","69,700","69,500","70,500","69,300","0.22K","0.29%","71.4883","2136.5339","1955.1237","181.4101"
"2020- 12- 02","69,500","68,400","69,900","68,300","27.83M","2.51%","70.9806","2072.9082","1909.7712","163.1370"
"2020- 12- 01","67,800","67,200","68,300","67,100","0.26K","1.65%","66.2348","1981.9109","1868.9869","112.9240"
"2020- 11- 30","66,700","68,400","68,600","66,700","39.86M","-2.20%","62.5555","2010.0285","1840.7559","169.2725"
"2020- 11- 29","68,200","68,200","68,200","68,200","","0.00%","72.5683","2128.6799","1798.4378","330.2421"
"2020- 11- 27","68,200","68,000","68,400","67,600","13.93M","0.29%","72.5683","2096.4324","1715.8773","380.5551"
"2020- 11- 26","68,000","66,300","68,000","66,100","2.15K","2.10%","72.0541","2024.7793","1620.7385","404.0407"
"2020- 11- 25","66,600","67,800","68,300","66,500","6.03K","-1.62%","68.1762","1924.2361","1519.7283","404.5078"
"2020- 11- 24","67,700","67,800","69,400","67,000","2.23K","0.30%","75.8559","1910.4631","1418.6014","491.8617"
"2020- 11- 23","67,500","64,800","67,800","64,800","1.02K","4.33%","75.3878","1753.0951","1295.6360","457.4591"
"2020- 11- 22","64,700","64,700","64,700","64,700","","0.00%","67.0949","1547.1004","1181.2712","365.8292"
"2020- 11- 20","64,700","63,900","65,200","63,900","14.84M","0.15%","67.0949","1546.7639","1089.8139","456.9500"
"2020- 11- 19","64,600","64,200","64,800","63,900","2.15K","-0.31%","66.7499","1523.8360","975.5763","548.2597"
"2020- 11- 18","64,800","65,700","66,100","64,700","3.61K","-1.37%","68.0755","1482.5887","838.5114","644.0772"
"2020- 11- 17","65,700","66,900","66,900","65,700","18.63K","-0.90%","74.2355","1388.0134","677.4921","710.5213"
"2020- 11- 16","66,300","63,900","66,600","63,900","8.20K","4.91%","78.6406","1155.4754","499.8618","655.6137"
"2020- 11- 15","63,200","63,200","63,200","63,200","","0.00%","70.1396","780.7746","335.9584","444.8162"
"2020- 11- 13","63,200","61,300","63,200","61,000","31.31M","3.61%","70.1396","606.7996","224.7543","382.0453"
"2020- 11- 12","61,000","60,900","61,400","60,700","0.55K","-0.49%","60.5260","375.9181","129.2430","246.6751"
"2020- 11- 11","61,300","60,700","61,400","60,400","6.56K","1.83%","63.0983","299.7615","67.5742","232.1873"
"2020- 11- 10","60,200","60,500","60,500","59,500","7.03K","0.00%","56.8553","167.6524","9.5274","158.1250"
"2020- 11- 09","60,200","60,700","60,900","60,100","1.62K","0.17%","56.8553","108.5945","-30.0039","138.5984"
"2020- 11- 08","60,100","60,100","60,100","60,100","","0.00%","56.2755","31.6356","-64.6534","96.2891"
"2020- 11- 06","60,100","60,700","60,800","59,600","16.82M","-0.33%","56.2755","-56.8703","-88.7257","31.8555"
"2020- 11- 05","60,300","59,000","60,300","58,800","1.00K","3.08%","57.6107","-169.0087","-96.6896","-72.3192"
"2020- 11- 04","58,500","59,000","59,000","57,900","2.49K","-0.51%","47.1268","-330.0435","-78.6098","-251.4337"
"2020- 11- 03","58,800","57,800","58,900","57,700","0.14K","2.44%","49.0024","-347.5091","-15.7514","-331.7578"
"2020- 11- 02","57,400","56,400","57,500","56,000","1.58K","1.41%","38.3742","-395.2924","67.1881","-462.4805"
"2020- 11- 01","56,600","56,600","56,600","56,600","","0.00%","30.7121","-307.9860","182.8082","-490.7942"
"2020- 10- 30","56,600","58,000","58,000","56,600","26.28M","-2.58%","30.7121","-110.6170","305.5068","-416.1237"
"2020- 10- 29","58,100","58,200","58,500","57,500","16.16K","-1.53%","38.4386","142.9067","409.5377","-266.6310"
"2020- 10- 28","59,000","59,400","59,400","58,800","0.66K","-1.34%","44.7047","311.6891","476.1954","-164.5064"
"2020- 10- 27","59,800","60,200","60,200","59,500","0.79K","-0.99%","51.6549","430.9468","517.3220","-86.3752"
"2020- 10- 26","60,400","60,300","61,100","60,100","2.21K","0.33%","57.9269","495.4402","538.9158","-43.4757"
"2020- 10- 25","60,200","60,200","60,200","60,200","","0.00%","56.2840","509.4598","549.7848","-40.3250"
"2020- 10- 23","60,200","60,400","60,400","59,800","8.43M","0.17%","56.2840","540.3073","559.8660","-19.5587"
"2020- 10- 22","60,100","60,400","60,500","59,800","0.39K","-1.31%","55.5354","571.8209","564.7557","7.0652"
"2020- 10- 21","60,900","61,100","61,500","60,600","1.04K","0.00%","63.6294","613.9082","562.9894","50.9188"
"2020- 10- 20","60,900","60,200","60,900","60,100","0.33K","1.50%","63.6294","577.2427","550.2597","26.9830"
"2020- 10- 19","60,000","59,700","60,200","59,500","10.54K","0.84%","57.6408","522.0479","543.5139","-21.4660"
"2020- 10- 18","59,500","59,500","59,500","59,500","","0.00%","53.7088","535.6423","548.8804","-13.2381"
"2020- 10- 16","59,500","60,000","60,400","59,000","16.03M","-0.83%","53.7088","596.1116","552.1900","43.9216"
"2020- 10- 15","60,000","60,800","60,800","59,700","4.80K","-1.48%","58.3815","664.6217","541.2096","123.4121"
"2020- 10- 14","60,900","61,000","61,100","60,500","1.86K","0.00%","68.3158","691.4891","510.3565","181.1326"
"2020- 10- 13","60,900","61,000","61,400","60,400","19.18M","0.83%","68.3158","624.0874","465.0734","159.0140"
"2020- 10- 12","60,400","60,100","60,400","59,900","0.13K","1.17%","65.5040","528.9806","425.3199","103.6607"
"2020- 10- 11","59,700","59,700","59,700","59,700","","0.00%","61.0052","450.8046","399.4047","51.3999"
"2020- 10- 08","59,700","60,500","60,700","59,500","24.40M","-0.33%","61.0052","415.7392","386.5547","29.1845"
"2020- 10- 07","59,900","58,700","59,900","58,500","0.12K","1.53%","63.0303","364.9359","379.2586","-14.3227"
"2020- 10- 06","59,000","59,400","59,800","58,700","1.78K","0.51%","57.0765","274.4206","382.8393","-108.4187"
"2020- 10- 05","58,700","57,700","59,200","57,700","0.14K","0.86%","54.8246","246.5349","409.9440","-163.4091"
"2020- 10- 04","58,200","58,200","58,200","58,200","","0.00%","50.8326","237.9021","450.7962","-212.8941"
"2020- 09- 29","58,200","58,300","59,000","58,200","13.54M","0.00%","50.8326","274.3322","504.0198","-229.6875"
"2020- 09- 28","58,200","58,300","58,800","57,900","12.56M","0.52%","50.8326","316.8401","561.4416","-244.6016"
"2020- 09- 27","57,900","57,900","57,900","57,900","","0.00%","48.6529","366.4869","622.5920","-256.1051"
"2020- 09- 25","57,900","57,700","58,200","57,700","10.58M","0.17%","48.6529","455.0691","686.6183","-231.5493"
"2020- 09- 24","57,800","57,700","58,600","57,600","17.49M","-1.37%","47.9902","561.5129","744.5056","-182.9927"
"2020- 09- 23","58,600","58,400","58,800","57,500","5.73K","0.69%","53.0792","699.3884","790.2538","-90.8654"
"2020- 09- 22","58,200","59,200","59,700","57,800","0.64K","-1.69%","50.6495","783.7401","812.9702","-29.2301"
"2020- 09- 21","59,200","59,100","60,000","59,000","14.95M","-0.17%","57.5701","920.7310","820.2777","100.4533"
"2020- 09- 20","59,300","59,300","59,300","59,300","","0.00%","58.3099","980.3706","795.1644","185.2062"
"2020- 09- 18","59,300","59,800","59,900","59,100","18.63M","-0.34%","58.3099","1032.0506","748.8628","283.1878"
"2020- 09- 17","59,500","60,600","60,800","59,300","11.07K","-2.46%","59.6314","1083.0015","678.0659","404.9356"
"2020- 09- 16","61,000","61,100","61,300","60,600","7.27K","0.00%","70.8071","1111.9169","576.8319","535.0850"
"2020- 09- 15","61,000","60,800","61,000","60,500","2.07K","0.99%","70.8071","979.9230","443.0607","536.8623"
"2020- 09- 14","60,400","60,300","60,700","60,000","0.71K","2.37%","68.7897","797.1972","308.8451","488.3521"
"2020- 09- 13","59,000","59,000","59,000","59,000","","0.00%","63.2937","613.4680","186.7571","426.7109"
"2020- 09- 11","59,000","59,300","59,400","58,200","15.93M","-0.34%","63.2937","512.5850","80.0794","432.5057"
"2020- 09- 10","59,200","59,800","60,000","59,100","7.50K","1.37%","64.6971","376.3659","-28.0470","404.4129"
"2020- 09- 09","58,400","58,300","59,300","57,800","1.88K","-0.51%","61.5289","176.6627","-129.1503","305.8130"
"2020- 09- 08","58,700","57,400","58,700","57,200","24.53K","3.89%","63.5137","0.6537","-205.6035","206.2572"
"2020- 09- 07","56,500","56,000","57,300","55,800","0.24K","1.62%","53.2430","-254.5527","-257.1678","2.6150"
"2020- 09- 06","55,600","55,600","55,600","55,600","","0.00%","47.6446","-352.5864","-257.8216","-94.7648"
"2020- 09- 04","55,600","55,200","55,800","55,100","21.98M","-1.42%","47.6446","-380.9481","-234.1303","-146.8177"
"2020- 09- 03","56,400","55,500","56,700","55,500","6.65K","3.68%","52.4587","-411.6068","-197.4259","-214.1809"
"2020- 09- 02","54,400","54,600","55,100","54,100","0.69K","0.37%","37.8902","-526.2061","-143.8807","-382.3254"
"2020- 09- 01","54,200","54,100","54,800","54,100","17.39M","0.37%","36.0711","-461.1862","-48.2993","-412.8869"
"2020- 08- 31","54,000","56,000","56,100","54,000","2.27K","-2.53%","34.2838","-351.1253","54.9224","-406.0477"
"2020- 08- 30","55,400","55,400","55,400","55,400","","0.00%","41.8974","-185.1767","156.4343","-341.6110"
"2020- 08- 28","55,400","56,100","56,300","55,400","14.53M","-0.36%","41.8974","-113.2179","241.8371","-355.0550"
"2020- 08- 27","55,600","56,300","56,300","55,600","1.82K","-1.42%","43.0757","-19.7255","330.6008","-350.3264"
"2020- 08- 26","56,400","56,300","56,500","55,700","3.55K","0.00%","48.1002","79.5280","418.1824","-338.6544"
"2020- 08- 25","56,400","56,500","56,800","56,100","1.55K","0.53%","48.1002","123.6004","502.8460","-379.2457"
"2020- 08- 24","56,100","55,800","56,600","55,400","0.21K","0.36%","46.0661","178.0549","597.6575","-419.6026"
"2020- 08- 23","55,900","55,900","55,900","55,900","","0.00%","44.7249","275.5142","702.5581","-427.0440"
"2020- 08- 21","55,900","56,200","56,900","55,800","21.09M","0.90%","44.7249","416.2638","809.3191","-393.0553"
"2020- 08- 20","55,400","57,600","57,600","55,300","3.81K","-4.15%","41.5942","589.8568","907.5829","-317.7261"
"2020- 08- 19","57,800","59,000","59,200","57,800","18.42K","-1.03%","55.6405","853.7540","987.0144","-133.2604"
"2020- 08- 18","58,400","59,000","59,900","58,000","1.64K","0.69%","60.3734","933.8009","1020.3295","-86.5287"
"2020- 08- 17","58,000","58,000","58,000","58,000","","0.00%","58.1708","961.2963","1041.9617","-80.6654"
"2020- 08- 14","58,000","58,000","58,400","57,700","15.60M","-1.19%","58.1708","1023.1353","1062.1281","-38.9928"
"2020- 08- 13","58,700","59,300","59,500","58,000","11.01K","-0.51%","63.4964","1087.1823","1071.8763","15.3060"
"2020- 08- 12","59,000","58,300","59,000","57,700","1.60K","1.37%","65.8973","1081.8433","1068.0498","13.7936"
"2020- 08- 11","58,200","58,000","59,500","57,800","52.17K","0.69%","62.3745","1028.7475","1064.6014","-35.8539"
"2020- 08- 10","57,800","57,600","58,300","57,500","1.18K","0.52%","60.4790","1027.4688","1073.5648","-46.0960"
"2020- 08- 09","57,500","57,500","57,500","57,500","","0.00%","59.0420","1051.6191","1085.0888","-33.4697"
"2020- 08- 07","57,500","57,900","58,400","57,100","18.16M","-0.86%","59.0420","1097.6928","1093.4563","4.2365"
"2020- 08- 06","58,000","57,200","58,400","57,100","7.87K","1.93%","62.2972","1140.5331","1092.3971","48.1359"
"2020- 08- 05","56,900","57,400","57,400","56,300","6.31K","-0.70%","57.5118","1127.7142","1080.3632","47.3511"
"2020- 08- 04","57,300","57,200","58,100","57,000","1.92K","0.88%","60.0870","1206.9496","1068.5254","138.4242"
"2020- 08- 03","56,800","57,900","57,900","56,700","0.40K","-1.90%","57.8989","1249.7999","1033.9193","215.8806"
"2020- 08- 02","57,900","57,900","57,900","57,900","","0.00%","65.2009","1337.2226","979.9492","357.2734"
"2020- 07- 31","57,900","59,500","59,600","57,700","21.86M","-1.86%","65.2009","1317.3552","890.6308","426.7244"
"2020- 07- 30","59,000","59,700","60,100","59,000","4.60K","0.00%","73.1562","1272.8357","783.9497","488.8860"
"2020- 07- 29","59,000","60,300","60,300","58,600","1.24K","0.68%","73.1562","1085.4987","661.7282","423.7705"
"2020- 07- 28","58,600","56,800","58,800","56,400","64.78K","5.40%","72.0884","830.5994","555.7856","274.8139"
"2020- 07- 27","55,600","54,400","55,700","54,400","2.47K","2.58%","61.3935","533.9011","487.0821","46.8190"
"2020- 07- 26","54,200","54,200","54,200","54,200","","0.00%","53.7070","452.8949","475.3774","-22.4825"
"2020- 07- 24","54,200","54,000","54,400","53,700","10.91M","0.18%","53.7070","485.4594","480.9980","4.4614"
"2020- 07- 23","54,100","54,700","54,700","53,800","15.91M","-1.10%","53.1323","519.9623","479.8826","40.0796"
"2020- 07- 22","54,700","55,300","55,500","54,700","3.04K","-1.08%","57.0803","566.6192","469.8627","96.7565"
"2020- 07- 21","55,300","55,100","55,400","54,800","5.85K","2.03%","61.3107","556.8378","445.6736","111.1642"
"2020- 07- 20","54,200","54,700","54,800","54,100","0.94K","-0.37%","55.7246","475.1629","417.8826","57.2803"
"2020- 07- 19","54,400","54,400","54,400","54,400","","0.00%","57.1169","476.0044","403.5625","72.4419"
